,Name,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting,Nationality,Flag,Club,club_logo,Photo
13016,M. Rasmussen,52,54,55,63,70,70,66,52,Norway,https://cdn.sofifa.org/flags/36.png,FC Nordsjælland,https://cdn.sofifa.org/teams/2/light/1788.png,https://cdn.sofifa.org/players/4/19/225266.png
13017,F. Barboza,36,55,50,60,72,68,69,46,Argentina,https://cdn.sofifa.org/flags/52.png,Argentinos Juniors,https://cdn.sofifa.org/teams/2/light/111019.png,https://cdn.sofifa.org/players/4/19/226546.png
13018,Fábio Ferreira,26,58,46,53,73,65,63,58,Portugal,https://cdn.sofifa.org/flags/38.png,Perth Glory,https://cdn.sofifa.org/teams/2/light/111399.png,https://cdn.sofifa.org/players/4/19/169714.png
13019,Lee Jin Hyun,48,59,54,64,68,61,68,52,Korea Republic,https://cdn.sofifa.org/flags/167.png,Pohang Steelers,https://cdn.sofifa.org/teams/2/light/1474.png,https://cdn.sofifa.org/players/4/19/238578.png
13020,L. Meisl,63,42,44,41,53,67,69,30,Austria,https://cdn.sofifa.org/flags/4.png,SKN St. Pölten,https://cdn.sofifa.org/teams/2/light/112075.png,https://cdn.sofifa.org/players/4/19/243698.png
13021,F. Lepore,55,58,62,60,69,66,63,58,Italy,https://cdn.sofifa.org/flags/27.png,Lecce,https://cdn.sofifa.org/teams/2/light/347.png,https://cdn.sofifa.org/players/4/19/193522.png
13022,A. Bah,47,55,62,48,76,63,69,49,Denmark,https://cdn.sofifa.org/flags/13.png,SønderjyskE,https://cdn.sofifa.org/teams/2/light/1447.png,https://cdn.sofifa.org/players/4/19/245235.png
13023,F. Coniglio,24,56,45,49,56,64,64,50,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Lanús,https://cdn.sofifa.org/teams/2/light/110395.png,https://cdn.sofifa.org/players/4/19/216052.png
13024,J. Hjorth,64,40,44,33,52,63,68,26,Denmark,https://cdn.sofifa.org/flags/13.png,Vendsyssel FF,https://cdn.sofifa.org/teams/2/light/111660.png,https://cdn.sofifa.org/players/4/19/243700.png
13025,E. Frederiksen,41,59,52,61,71,54,70,53,Denmark,https://cdn.sofifa.org/flags/13.png,SC Heerenveen,https://cdn.sofifa.org/teams/2/light/1913.png,https://cdn.sofifa.org/players/4/19/244724.png
13026,G. Ingrosso,62,35,51,39,52,61,64,31,Italy,https://cdn.sofifa.org/flags/27.png,Ascoli,https://cdn.sofifa.org/teams/2/light/1847.png,https://cdn.sofifa.org/players/4/19/193524.png
13027,Ander Cantero,14,19,28,28,57,58,66,17,Spain,https://cdn.sofifa.org/flags/45.png,CF Rayo Majadahonda,https://cdn.sofifa.org/teams/2/light/110066.png,https://cdn.sofifa.org/players/4/19/219637.png
13028,Bae Ki Jong,28,61,58,61,62,67,63,63,Korea Republic,https://cdn.sofifa.org/flags/167.png,Gyeongnam FC,https://cdn.sofifa.org/teams/2/light/111588.png,https://cdn.sofifa.org/players/4/19/176373.png
13029,Jorge Félix,27,60,47,57,69,70,63,59,Spain,https://cdn.sofifa.org/flags/45.png,Piast Gliwice,https://cdn.sofifa.org/teams/2/light/111086.png,https://cdn.sofifa.org/players/4/19/244213.png
13030,H. Akino,55,57,49,64,64,73,66,48,Japan,https://cdn.sofifa.org/flags/163.png,Shonan Bellmare,https://cdn.sofifa.org/teams/2/light/113161.png,https://cdn.sofifa.org/players/4/19/232950.png
13031,A. Layouni,33,61,47,55,68,57,64,57,Sweden,https://cdn.sofifa.org/flags/46.png,FK Bodø/Glimt,https://cdn.sofifa.org/teams/2/light/918.png,https://cdn.sofifa.org/players/4/19/242166.png
13032,J. Salazar,37,52,48,54,70,56,70,44,Colombia,https://cdn.sofifa.org/flags/56.png,Millonarios FC,https://cdn.sofifa.org/teams/2/light/101105.png,https://cdn.sofifa.org/players/4/19/242678.png
13033,M. Kallesøe,42,58,48,55,69,55,68,52,Denmark,https://cdn.sofifa.org/flags/13.png,Randers FC,https://cdn.sofifa.org/teams/2/light/1786.png,https://cdn.sofifa.org/players/4/19/220663.png
13034,L. Sierra,63,48,53,56,58,71,63,33,Colombia,https://cdn.sofifa.org/flags/56.png,Once Caldas,https://cdn.sofifa.org/teams/2/light/101106.png,https://cdn.sofifa.org/players/4/19/231672.png
13035,R. Guder,23,57,44,51,76,73,66,55,Germany,https://cdn.sofifa.org/flags/21.png,SV Wehen Wiesbaden,https://cdn.sofifa.org/teams/2/light/492.png,https://cdn.sofifa.org/players/4/19/239352.png
13036,S. Bywater,16,15,31,22,59,55,63,17,England,https://cdn.sofifa.org/flags/14.png,Burton Albion,https://cdn.sofifa.org/teams/2/light/15015.png,https://cdn.sofifa.org/players/4/19/54008.png
13037,A. Bangoura,37,58,53,58,72,64,67,50,Guinea,https://cdn.sofifa.org/flags/118.png,Al Fateh,https://cdn.sofifa.org/teams/2/light/112390.png,https://cdn.sofifa.org/players/4/19/245241.png
13038,Chema,43,63,49,64,63,58,69,55,Spain,https://cdn.sofifa.org/flags/45.png,UD Almería,https://cdn.sofifa.org/teams/2/light/1861.png,https://cdn.sofifa.org/players/4/19/245497.png
13039,O. Kudryk,9,12,19,16,36,42,68,11,Ukraine,https://cdn.sofifa.org/flags/49.png,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,https://cdn.sofifa.org/players/4/19/237050.png
13040,D. Todorovic,62,56,55,57,68,66,68,50,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,https://cdn.sofifa.org/players/4/19/245242.png
13041,D. Denić,64,54,59,63,62,67,68,50,Serbia,https://cdn.sofifa.org/flags/51.png,Rosenborg BK,https://cdn.sofifa.org/teams/2/light/298.png,https://cdn.sofifa.org/players/4/19/245754.png
13042,P. Cowan-Hall,33,60,46,54,78,74,63,54,England,https://cdn.sofifa.org/flags/14.png,Wycombe Wanderers,https://cdn.sofifa.org/teams/2/light/1933.png,https://cdn.sofifa.org/players/4/19/197883.png
13043,P. McGinn,58,56,59,59,70,68,63,44,Scotland,https://cdn.sofifa.org/flags/42.png,St. Mirren,https://cdn.sofifa.org/teams/2/light/100805.png,https://cdn.sofifa.org/players/4/19/211707.png
13044,K. Bielik,61,58,61,58,53,58,70,45,Poland,https://cdn.sofifa.org/flags/37.png,Charlton Athletic,https://cdn.sofifa.org/teams/2/light/89.png,https://cdn.sofifa.org/players/4/19/224763.png
13045,D. Hümmet,24,53,48,49,58,68,66,57,Turkey,https://cdn.sofifa.org/flags/48.png,Trelleborgs FF,https://cdn.sofifa.org/teams/2/light/703.png,https://cdn.sofifa.org/players/4/19/227579.png
13046,A. Mora,63,43,44,46,60,63,67,33,Mexico,https://cdn.sofifa.org/flags/83.png,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,https://cdn.sofifa.org/players/4/19/242427.png
13047,K. Magennis,43,60,57,62,70,62,70,57,Scotland,https://cdn.sofifa.org/flags/42.png,St. Mirren,https://cdn.sofifa.org/teams/2/light/100805.png,https://cdn.sofifa.org/players/4/19/243963.png
13048,J. Mountney,44,57,58,62,67,70,64,55,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Dundalk,https://cdn.sofifa.org/teams/2/light/837.png,https://cdn.sofifa.org/players/4/19/207868.png
13049,P. Pflücke,24,58,42,57,71,55,68,59,Germany,https://cdn.sofifa.org/flags/21.png,KFC Uerdingen 05,https://cdn.sofifa.org/teams/2/light/167.png,https://cdn.sofifa.org/players/4/19/224252.png
13050,N. Falasco,66,56,57,55,63,65,64,47,Italy,https://cdn.sofifa.org/flags/27.png,Perugia,https://cdn.sofifa.org/teams/2/light/199.png,https://cdn.sofifa.org/players/4/19/232444.png
13051,A. Skovgaard,61,44,43,43,59,67,68,28,Denmark,https://cdn.sofifa.org/flags/13.png,FC Nordsjælland,https://cdn.sofifa.org/teams/2/light/1788.png,https://cdn.sofifa.org/players/4/19/233212.png
13052,F. Al Yamani,56,57,66,57,60,64,63,53,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Faisaly,https://cdn.sofifa.org/teams/2/light/112389.png,https://cdn.sofifa.org/players/4/19/191996.png
13053,C. Maboulou,27,61,56,61,66,61,63,62,Congo,https://cdn.sofifa.org/flags/107.png,AS Nancy Lorraine,https://cdn.sofifa.org/teams/2/light/1823.png,https://cdn.sofifa.org/players/4/19/199421.png
13054,R. McCabe,55,57,61,63,71,73,64,58,Scotland,https://cdn.sofifa.org/flags/42.png,Sligo Rovers,https://cdn.sofifa.org/teams/2/light/563.png,https://cdn.sofifa.org/players/4/19/205053.png
13055,M. McNulty,11,16,30,25,45,42,63,16,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Cork City,https://cdn.sofifa.org/teams/2/light/422.png,https://cdn.sofifa.org/players/4/19/142333.png
13056,L. Corti,16,15,21,16,28,31,63,16,Argentina,https://cdn.sofifa.org/flags/52.png,San Martín de San Juan,https://cdn.sofifa.org/teams/2/light/111713.png,https://cdn.sofifa.org/players/4/19/158973.png
13057,E. Parish,17,14,23,23,43,42,64,16,England,https://cdn.sofifa.org/flags/14.png,Dundee FC,https://cdn.sofifa.org/teams/2/light/180.png,https://cdn.sofifa.org/players/4/19/183549.png
13058,R. Tongyik,57,51,44,40,57,76,67,26,Australia,https://cdn.sofifa.org/flags/195.png,Western Sydney Wanderers,https://cdn.sofifa.org/teams/2/light/112427.png,https://cdn.sofifa.org/players/4/19/231678.png
13059,Bolaños,60,57,59,62,63,57,68,52,Spain,https://cdn.sofifa.org/flags/45.png,CD Tenerife,https://cdn.sofifa.org/teams/2/light/260.png,https://cdn.sofifa.org/players/4/19/235518.png
13060,W. Meyiwa,64,60,59,59,65,59,70,43,South Africa,https://cdn.sofifa.org/flags/140.png,Kaizer Chiefs,https://cdn.sofifa.org/teams/2/light/110929.png,https://cdn.sofifa.org/players/4/19/240126.png
13061,D. Reimann,9,12,20,28,50,49,68,11,Germany,https://cdn.sofifa.org/flags/21.png,Holstein Kiel,https://cdn.sofifa.org/teams/2/light/576.png,https://cdn.sofifa.org/players/4/19/228607.png
13062,T. Heintz,32,60,50,54,71,72,68,54,Norway,https://cdn.sofifa.org/flags/36.png,Sarpsborg 08 FF,https://cdn.sofifa.org/teams/2/light/112199.png,https://cdn.sofifa.org/players/4/19/228863.png
13063,K. Dermaku,64,43,50,36,55,58,64,35,Albania,https://cdn.sofifa.org/flags/1.png,Cosenza,https://cdn.sofifa.org/teams/2/light/112168.png,https://cdn.sofifa.org/players/4/19/230143.png
13064,A. Mendes Moreira,20,59,48,52,72,65,66,61,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Groningen,https://cdn.sofifa.org/teams/2/light/1915.png,https://cdn.sofifa.org/players/4/19/243967.png
13065,K. Seki,12,12,27,21,36,42,62,10,Japan,https://cdn.sofifa.org/flags/163.png,Vegalta Sendai,https://cdn.sofifa.org/teams/2/light/112836.png,https://cdn.sofifa.org/players/4/19/232448.png
13066,M. Doucouré,62,42,45,40,63,66,70,36,France,https://cdn.sofifa.org/flags/18.png,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,https://cdn.sofifa.org/players/4/19/233728.png
13067,S. Beusnard,15,58,40,54,67,62,62,58,France,https://cdn.sofifa.org/flags/18.png,AS Béziers,https://cdn.sofifa.org/teams/2/light/113948.png,https://cdn.sofifa.org/players/4/19/244736.png
13068,J. Kamber,61,50,57,57,70,72,64,47,Switzerland,https://cdn.sofifa.org/flags/47.png,Neuchâtel Xamax,https://cdn.sofifa.org/teams/2/light/435.png,https://cdn.sofifa.org/players/4/19/201217.png
13069,G. Mutombo,64,40,44,44,45,61,66,31,France,https://cdn.sofifa.org/flags/18.png,US Orléans Loiret Football,https://cdn.sofifa.org/teams/2/light/112276.png,https://cdn.sofifa.org/players/4/19/222209.png
13070,B. Lubala,35,51,48,59,70,67,70,52,DR Congo,https://cdn.sofifa.org/flags/110.png,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,https://cdn.sofifa.org/players/4/19/234241.png
13071,S. Zizzo,57,61,60,61,66,66,62,59,United States,https://cdn.sofifa.org/flags/95.png,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,https://cdn.sofifa.org/players/4/19/184065.png
13072,A. Horwath,13,16,29,27,46,52,62,17,United States,https://cdn.sofifa.org/flags/95.png,Real Salt Lake,https://cdn.sofifa.org/teams/2/light/111065.png,https://cdn.sofifa.org/players/4/19/203778.png
13073,R. Healey,18,57,42,42,68,61,66,57,England,https://cdn.sofifa.org/flags/14.png,Milton Keynes Dons,https://cdn.sofifa.org/teams/2/light/1798.png,https://cdn.sofifa.org/players/4/19/212994.png
13074,O. Muzayil,59,50,53,56,69,67,63,36,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Ittihad,https://cdn.sofifa.org/teams/2/light/607.png,https://cdn.sofifa.org/players/4/19/228610.png
13075,A. Taylor,63,59,62,62,53,67,62,49,England,https://cdn.sofifa.org/flags/14.png,Oldham Athletic,https://cdn.sofifa.org/teams/2/light/1920.png,https://cdn.sofifa.org/players/4/19/169474.png
13076,A. Sosa,63,44,48,40,53,63,68,37,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Banfield,https://cdn.sofifa.org/teams/2/light/110404.png,https://cdn.sofifa.org/players/4/19/235780.png
13077,J. Cruz,62,48,50,48,46,60,68,33,Mexico,https://cdn.sofifa.org/flags/83.png,Tigres U.A.N.L.,https://cdn.sofifa.org/teams/2/light/1970.png,https://cdn.sofifa.org/players/4/19/239620.png
13078,Jordi Sánchez,21,52,41,38,58,59,65,54,Spain,https://cdn.sofifa.org/flags/45.png,CD Numancia,https://cdn.sofifa.org/teams/2/light/477.png,https://cdn.sofifa.org/players/4/19/243972.png
13079,Wan Houliang,62,42,53,46,59,67,62,23,China PR,https://cdn.sofifa.org/flags/155.png,Beijing Renhe FC,https://cdn.sofifa.org/teams/2/light/112537.png,https://cdn.sofifa.org/players/4/19/182788.png
13080,J. Morrell,47,53,54,60,66,66,66,54,Wales,https://cdn.sofifa.org/flags/50.png,Bristol City,https://cdn.sofifa.org/teams/2/light/1919.png,https://cdn.sofifa.org/players/4/19/220677.png
13081,R. Macek,54,60,55,63,62,57,68,52,Czech Republic,https://cdn.sofifa.org/flags/12.png,FC Lugano,https://cdn.sofifa.org/teams/2/light/10032.png,https://cdn.sofifa.org/players/4/19/237317.png
13082,Idrisa Sambú,30,58,43,50,68,68,68,58,Portugal,https://cdn.sofifa.org/flags/38.png,Royal Excel Mouscron,https://cdn.sofifa.org/teams/2/light/111560.png,https://cdn.sofifa.org/players/4/19/240901.png
13083,D. Steininger,24,61,44,54,68,57,66,56,Germany,https://cdn.sofifa.org/flags/21.png,SpVgg Greuther Fürth,https://cdn.sofifa.org/teams/2/light/165.png,https://cdn.sofifa.org/players/4/19/223750.png
13084,M. Kuleli,13,18,28,22,56,56,68,18,Turkey,https://cdn.sofifa.org/flags/48.png,Çaykur Rizespor,https://cdn.sofifa.org/teams/2/light/101037.png,https://cdn.sofifa.org/players/4/19/229638.png
13085,K. Duncan,60,53,50,53,70,67,68,30,United States,https://cdn.sofifa.org/flags/95.png,New York Red Bulls,https://cdn.sofifa.org/teams/2/light/689.png,https://cdn.sofifa.org/players/4/19/236038.png
13086,M. Eskihellaç,26,57,40,59,66,56,66,54,Turkey,https://cdn.sofifa.org/flags/48.png,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,https://cdn.sofifa.org/players/4/19/244486.png
13087,Bruno Michel,30,54,49,53,74,56,68,46,Brazil,https://cdn.sofifa.org/flags/54.png,Ohod Club,https://cdn.sofifa.org/teams/2/light/113219.png,https://cdn.sofifa.org/players/4/19/244998.png
13088,L. Nolan,61,52,59,58,62,68,64,36,Northern Ireland,https://cdn.sofifa.org/flags/35.png,Accrington Stanley,https://cdn.sofifa.org/teams/2/light/110313.png,https://cdn.sofifa.org/players/4/19/213767.png
13089,H. Futami,59,45,52,59,62,71,62,28,Japan,https://cdn.sofifa.org/flags/163.png,Shimizu S-Pulse,https://cdn.sofifa.org/teams/2/light/101149.png,https://cdn.sofifa.org/players/4/19/232455.png
13090,D. Otto,19,54,41,45,60,64,72,55,Germany,https://cdn.sofifa.org/flags/21.png,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,https://cdn.sofifa.org/players/4/19/242183.png
13091,Quique Cebriá,11,13,22,21,36,43,66,11,Spain,https://cdn.sofifa.org/flags/45.png,SD Eibar,https://cdn.sofifa.org/teams/2/light/467.png,https://cdn.sofifa.org/players/4/19/212488.png
13092,D. Granli,61,57,56,60,61,62,66,47,Norway,https://cdn.sofifa.org/flags/36.png,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,https://cdn.sofifa.org/players/4/19/222472.png
13093,J. Vargas,62,45,43,39,56,63,66,27,Costa Rica,https://cdn.sofifa.org/flags/72.png,Deportes Tolima,https://cdn.sofifa.org/teams/2/light/111722.png,https://cdn.sofifa.org/players/4/19/245256.png
13094,Túlio Nevinha,64,38,46,47,61,66,62,48,Brazil,https://cdn.sofifa.org/flags/54.png,Ceará Sporting Club,https://cdn.sofifa.org/teams/2/light/111059.png,https://cdn.sofifa.org/players/4/19/230409.png
13095,D. Sappa,13,12,26,22,38,46,66,18,Argentina,https://cdn.sofifa.org/flags/52.png,Estudiantes de La Plata,https://cdn.sofifa.org/teams/2/light/101083.png,https://cdn.sofifa.org/players/4/19/232713.png
13096,N. Boxall,61,43,48,39,62,70,63,30,New Zealand,https://cdn.sofifa.org/flags/198.png,No club,https://cdn.sofifa.org/flags/198.png,https://cdn.sofifa.org/players/4/19/242953.png
13097,Emilio Bernad,11,12,18,21,46,50,69,10,Spain,https://cdn.sofifa.org/flags/45.png,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,https://cdn.sofifa.org/players/4/19/246281.png
13098,Murilo Mendes,18,60,42,44,70,58,66,54,Brazil,https://cdn.sofifa.org/flags/54.png,Livorno,https://cdn.sofifa.org/teams/2/light/1844.png,https://cdn.sofifa.org/players/4/19/220682.png
13099,J. Obrian,15,51,43,56,72,67,66,45,Colombia,https://cdn.sofifa.org/flags/56.png,Deportes Tolima,https://cdn.sofifa.org/teams/2/light/111722.png,https://cdn.sofifa.org/players/4/19/227594.png
13100,M. Nicolas,13,16,25,23,36,42,69,14,Germany,https://cdn.sofifa.org/flags/21.png,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,https://cdn.sofifa.org/players/4/19/235018.png
13101,J. Möbius,29,56,44,55,66,64,68,54,Germany,https://cdn.sofifa.org/flags/21.png,Karlsruher SC,https://cdn.sofifa.org/teams/2/light/1832.png,https://cdn.sofifa.org/players/4/19/236554.png
13102,Thallyson,62,52,58,44,70,62,62,35,Brazil,https://cdn.sofifa.org/flags/54.png,Sint-Truidense VV,https://cdn.sofifa.org/teams/2/light/680.png,https://cdn.sofifa.org/players/4/19/226571.png
13103,C. Kobald,62,46,49,42,60,64,66,27,Austria,https://cdn.sofifa.org/flags/4.png,Karlsruher SC,https://cdn.sofifa.org/teams/2/light/1832.png,https://cdn.sofifa.org/players/4/19/244491.png
13104,J. Gray,43,52,48,60,72,65,64,52,England,https://cdn.sofifa.org/flags/14.png,Yeovil Town,https://cdn.sofifa.org/teams/2/light/346.png,https://cdn.sofifa.org/players/4/19/212492.png
13105,S. Nelson,12,18,28,24,45,50,62,14,England,https://cdn.sofifa.org/flags/14.png,Yeovil Town,https://cdn.sofifa.org/teams/2/light/346.png,https://cdn.sofifa.org/players/4/19/153100.png
13106,D. Sołdecki,63,54,54,55,53,74,62,44,Poland,https://cdn.sofifa.org/flags/37.png,Arka Gdynia,https://cdn.sofifa.org/teams/2/light/111082.png,https://cdn.sofifa.org/players/4/19/163852.png
13107,M. Hongla,58,47,53,56,64,69,66,43,Cameroon,https://cdn.sofifa.org/flags/103.png,Granada CF,https://cdn.sofifa.org/teams/2/light/110832.png,https://cdn.sofifa.org/players/4/19/236556.png
13108,V. Dragomir,40,56,51,56,65,62,70,52,Romania,https://cdn.sofifa.org/flags/39.png,Perugia,https://cdn.sofifa.org/teams/2/light/199.png,https://cdn.sofifa.org/players/4/19/237324.png
13109,D. Schmidt,12,14,23,21,28,42,64,12,Japan,https://cdn.sofifa.org/flags/163.png,Vegalta Sendai,https://cdn.sofifa.org/teams/2/light/112836.png,https://cdn.sofifa.org/players/4/19/237580.png
13110,Ayala,66,41,42,40,56,66,66,36,Spain,https://cdn.sofifa.org/flags/45.png,CF Reus Deportiu,https://cdn.sofifa.org/teams/2/light/110854.png,https://cdn.sofifa.org/players/4/19/246285.png
13111,N. Erlbeck,53,56,58,57,64,67,64,52,Germany,https://cdn.sofifa.org/flags/21.png,FC Carl Zeiss Jena,https://cdn.sofifa.org/teams/2/light/110591.png,https://cdn.sofifa.org/players/4/19/204814.png
13112,D. Gallagher,63,42,46,33,49,58,63,28,Scotland,https://cdn.sofifa.org/flags/42.png,Livingston FC,https://cdn.sofifa.org/teams/2/light/621.png,https://cdn.sofifa.org/players/4/19/209935.png
13113,M. Hauptmeijer,14,18,25,19,39,49,67,16,Netherlands,https://cdn.sofifa.org/flags/34.png,PEC Zwolle,https://cdn.sofifa.org/teams/2/light/1914.png,https://cdn.sofifa.org/players/4/19/229135.png
13114,A. Granlund,60,52,52,55,66,69,62,35,Finland,https://cdn.sofifa.org/flags/17.png,Örebro SK,https://cdn.sofifa.org/teams/2/light/705.png,https://cdn.sofifa.org/players/4/19/236047.png
13115,Kim Dong Min,62,47,58,50,68,63,64,36,Korea Republic,https://cdn.sofifa.org/flags/167.png,Incheon United FC,https://cdn.sofifa.org/teams/2/light/110765.png,https://cdn.sofifa.org/players/4/19/238351.png
13116,F. Kusić,67,42,44,41,62,65,67,36,Serbia,https://cdn.sofifa.org/flags/51.png,FC Erzgebirge Aue,https://cdn.sofifa.org/teams/2/light/506.png,https://cdn.sofifa.org/players/4/19/241935.png
13117,A. Sorge,61,39,47,35,52,58,64,27,Germany,https://cdn.sofifa.org/flags/21.png,FSV Zwickau,https://cdn.sofifa.org/teams/2/light/110592.png,https://cdn.sofifa.org/players/4/19/230928.png
13118,F. Venegas,62,52,50,50,56,64,68,42,Mexico,https://cdn.sofifa.org/flags/83.png,CD Everton de Viña del Mar,https://cdn.sofifa.org/teams/2/light/112584.png,https://cdn.sofifa.org/players/4/19/235536.png
13119,R. Shinzato,61,47,49,51,63,62,62,37,Japan,https://cdn.sofifa.org/flags/163.png,Júbilo Iwata,https://cdn.sofifa.org/teams/2/light/101144.png,https://cdn.sofifa.org/players/4/19/232977.png
13120,Borja Estepa,18,63,40,48,73,60,68,60,Spain,https://cdn.sofifa.org/flags/45.png,Córdoba CF,https://cdn.sofifa.org/teams/2/light/1867.png,https://cdn.sofifa.org/players/4/19/241169.png
13121,M. Solheim,59,57,54,60,62,74,62,49,Norway,https://cdn.sofifa.org/flags/36.png,Hammarby IF,https://cdn.sofifa.org/teams/2/light/708.png,https://cdn.sofifa.org/players/4/19/190481.png
13122,G. Rea,63,50,52,52,55,68,66,32,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Luton Town,https://cdn.sofifa.org/teams/2/light/1923.png,https://cdn.sofifa.org/players/4/19/215570.png
13123,Rubén Mesa,20,55,50,42,56,63,64,60,Spain,https://cdn.sofifa.org/flags/45.png,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,https://cdn.sofifa.org/players/4/19/224018.png
13124,M. Browne,27,55,52,55,70,64,70,54,England,https://cdn.sofifa.org/flags/14.png,Oxford United,https://cdn.sofifa.org/teams/2/light/1951.png,https://cdn.sofifa.org/players/4/19/231442.png
13125,S. Morishita,65,42,50,43,57,69,62,27,Japan,https://cdn.sofifa.org/flags/163.png,Júbilo Iwata,https://cdn.sofifa.org/teams/2/light/101144.png,https://cdn.sofifa.org/players/4/19/232722.png
13126,O. Kabak,64,42,48,34,61,65,70,34,Turkey,https://cdn.sofifa.org/flags/48.png,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,https://cdn.sofifa.org/players/4/19/239890.png
13127,A. Pikk,63,54,53,58,65,66,64,39,Estonia,https://cdn.sofifa.org/flags/208.png,Miedź Legnica,https://cdn.sofifa.org/teams/2/light/112505.png,https://cdn.sofifa.org/players/4/19/244754.png
13128,N. Espinoza,16,15,32,20,48,52,66,18,Chile,https://cdn.sofifa.org/flags/55.png,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,https://cdn.sofifa.org/players/4/19/218387.png
13129,A. Ahmed,48,53,52,60,67,71,62,42,Sweden,https://cdn.sofifa.org/flags/46.png,Dalkurd FF,https://cdn.sofifa.org/teams/2/light/113876.png,https://cdn.sofifa.org/players/4/19/226835.png
13130,H. Bilal,23,58,40,56,70,54,68,48,Turkey,https://cdn.sofifa.org/flags/48.png,Kasimpaşa SK,https://cdn.sofifa.org/teams/2/light/111339.png,https://cdn.sofifa.org/players/4/19/238611.png
13131,J. Soto,60,50,53,58,69,68,63,39,Chile,https://cdn.sofifa.org/flags/55.png,Club Deportes Temuco,https://cdn.sofifa.org/teams/2/light/112709.png,https://cdn.sofifa.org/players/4/19/234516.png
13132,M. Léris,29,60,40,36,52,60,69,55,France,https://cdn.sofifa.org/flags/18.png,Chievo Verona,https://cdn.sofifa.org/teams/2/light/192.png,https://cdn.sofifa.org/players/4/19/240660.png
13133,M. Maier,57,50,59,58,64,67,66,39,Austria,https://cdn.sofifa.org/flags/4.png,FC Admira Wacker Mödling,https://cdn.sofifa.org/teams/2/light/111821.png,https://cdn.sofifa.org/players/4/19/222997.png
13134,F. Hornby,20,60,47,44,56,62,72,54,Scotland,https://cdn.sofifa.org/flags/42.png,Everton,https://cdn.sofifa.org/teams/2/light/7.png,https://cdn.sofifa.org/players/4/19/242965.png
13135,F. Adu Kwame,58,54,53,56,69,70,62,36,Ghana,https://cdn.sofifa.org/flags/117.png,Miedź Legnica,https://cdn.sofifa.org/teams/2/light/112505.png,https://cdn.sofifa.org/players/4/19/213014.png
13136,M. Hamoud,60,56,61,58,71,62,62,50,Norway,https://cdn.sofifa.org/flags/36.png,Strømsgodset IF,https://cdn.sofifa.org/teams/2/light/922.png,https://cdn.sofifa.org/players/4/19/152598.png
13137,I. Alba,59,49,46,59,68,64,64,61,Colombia,https://cdn.sofifa.org/flags/56.png,Once Caldas,https://cdn.sofifa.org/teams/2/light/101106.png,https://cdn.sofifa.org/players/4/19/219414.png
13138,A. López,20,55,45,53,70,67,68,52,Netherlands,https://cdn.sofifa.org/flags/34.png,KSV Cercle Brugge,https://cdn.sofifa.org/teams/2/light/1750.png,https://cdn.sofifa.org/players/4/19/244246.png
13139,A. Akinyemi,15,56,43,37,66,66,69,51,Nigeria,https://cdn.sofifa.org/flags/133.png,IK Start,https://cdn.sofifa.org/teams/2/light/1524.png,https://cdn.sofifa.org/players/4/19/245526.png
13140,M. Gutiérrez,28,53,39,57,74,60,62,43,Uruguay,https://cdn.sofifa.org/flags/60.png,CD O'Higgins,https://cdn.sofifa.org/teams/2/light/112116.png,https://cdn.sofifa.org/players/4/19/245271.png
13141,G. Diaz,61,52,58,55,68,69,64,40,Chile,https://cdn.sofifa.org/flags/55.png,Club Deportes Temuco,https://cdn.sofifa.org/teams/2/light/112709.png,https://cdn.sofifa.org/players/4/19/218392.png
13142,R. ten Hove,13,13,21,22,32,36,68,11,Netherlands,https://cdn.sofifa.org/flags/34.png,Feyenoord,https://cdn.sofifa.org/teams/2/light/246.png,https://cdn.sofifa.org/players/4/19/236824.png
